cohort,total_patients,measurement,driver,total_driver_events,covariate,est,se,pval,correlation_ATRX,correlation_POT1,correlation_TERT,total_ATRX,total_POT1,total_TERT,total_cooccurrence_ATRX,total_cooccurrence_POT1,total_cooccurrence_TERT,frac_cooccurrence_ATRX,frac_cooccurrence_POT1,frac_cooccurrence_TERT,colors,main_driver,min_p
Soft tissue GST,82,purity_svTMB,CASP8,2,+ as.factor(biopsy) + purity + purity_ploidy,0.225303558666415,0.0765039346652081,0.00431433470607517,-0.02,1,0.49,1,2,2,0,2,1,0,1,0.5,Positive (p < .1),MUTATION,4.29984593540763e-16
Soft tissue GST,82,purity_svTMB,POT1,2,+ as.factor(biopsy) + purity + purity_ploidy,0.247048881614744,0.0838877628477709,0.00431433470607517,-0.02,,0.49,1,,2,0,,1,0,,0.5,Positive (p < .1),MUTATION,8.29137557522348e-83
Soft tissue GST,82,purity_svTMB,TMEM30A,2,+ as.factor(biopsy) + purity + purity_ploidy,0.153526622217612,0.0521314032722251,0.00431433470607517,-0.02,1,0.49,1,2,2,0,2,1,0,1,0.5,Positive (p < .1),MUTATION,6.99915728511096e-13
Soft tissue GST,82,purity_svTMB,ZNRF3,2,+ as.factor(biopsy) + purity + purity_ploidy,0.379392387285194,0.128826240389386,0.00431433470607517,-0.02,1,0.49,1,2,2,0,2,1,0,1,0.5,Positive (p < .1),MUTATION,2.43656397902492e-59
Small bowel/intestine,82,purity_svTMB,SMAD4,9,+ as.factor(biopsy) + purity + purity_ploidy,0.35040011093206,0.123997499481465,0.00602150147652075,0.32,-0.04,-0.08,1,1,4,1,0,0,1,0,0,Positive (p < .1),MUTATION,3.71655932933584e-05
Small bowel/intestine,82,purity_svTMB,CDKN2A,9,+ as.factor(biopsy) + purity + purity_ploidy,0.525787720170474,0.194417217771737,0.00844005734761668,0.32,-0.04,0.28,1,1,4,1,0,2,1,0,0.5,Positive (p < .1),DELETION,7.941034785575e-11
Soft tissue GST,82,purity_svTMB,BRAF,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.451696749341694,0.170800609865847,0.00998190350831549,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Negative (p < .1),MUTATION,1.72318355732374e-08
Soft tissue GST,82,purity_svTMB,ARID1B,6,+ as.factor(biopsy) + purity + purity_ploidy,0.240246186253015,0.0950731104378172,0.0136414406427637,-0.03,0.56,0.26,1,2,2,0,2,1,0,1,0.5,Positive (p < .1),MUTATION,3.94985957536403e-82
Soft tissue GST,82,teal_final_ratio,STK11,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.197593405666689,0.0786038256988188,0.0141189202809013,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Negative (p < .1),MUTATION,8.97162721021121e-16
Small bowel/intestine,82,purity_svTMB,MDM2,3,+ as.factor(biopsy) + purity + purity_ploidy,0.340415123611147,0.137850503366186,0.0157760511174757,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Positive (p < .1),AMPLIFICATION,1.67953318338217e-129
Small bowel/intestine,82,teal_final_ratio,PRKN,3,+ as.factor(biopsy) + purity + purity_ploidy,0.0988682822674103,0.0401363749733432,0.0160280760478294,-0.02,-0.02,0.26,1,1,4,0,0,1,0,0,0.25,Positive (p < .1),DELETION,1.48366172020268e-16
Small bowel/intestine,82,purity_svTMB,CTNNB1,2,+ as.factor(biopsy) + purity + purity_ploidy,0.358916060431768,0.146312895358378,0.0164560999822162,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Positive (p < .1),MUTATION,7.07990987657753e-17
Soft tissue GST,82,teal_final_ratio,CASP8,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.0933873054559599,0.0391643834965535,0.0196659572309657,-0.02,1,0.49,1,2,2,0,2,1,0,1,0.5,Negative (p < .1),MUTATION,4.29984593540763e-16
Soft tissue GST,82,teal_final_ratio,FANCC,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.100775190500239,0.0422626842954671,0.0196659572309657,-0.02,1,0.49,1,2,2,0,2,1,0,1,0.5,Negative (p < .1),DELETION,1.00731270806396e-26
Soft tissue GST,82,teal_final_ratio,FLT1,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.10660744050147,0.0447085892777424,0.0196659572309657,-0.02,1,0.49,1,2,2,0,2,1,0,1,0.5,Negative (p < .1),MUTATION,1.56437355191132e-32
Soft tissue GST,82,teal_final_ratio,POT1,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.102400643409582,0.0429443600412901,0.0196659572309657,-0.02,,0.49,1,,2,0,,1,0,,0.5,Negative (p < .1),MUTATION,8.29137557522348e-83
Soft tissue GST,82,teal_final_ratio,TMEM30A,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.0636360901244617,0.0266874413571229,0.0196659572309657,-0.02,1,0.49,1,2,2,0,2,1,0,1,0.5,Negative (p < .1),MUTATION,6.99915728511096e-13
Soft tissue GST,82,teal_final_ratio,ZNRF3,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.15725642758944,0.0659495528577516,0.0196659572309658,-0.02,1,0.49,1,2,2,0,2,1,0,1,0.5,Negative (p < .1),MUTATION,2.43656397902492e-59
Small bowel/intestine,82,purity_svTMB,APC,14,+ as.factor(biopsy) + purity + purity_ploidy,0.319132843899886,0.135956011469038,0.0215138420434814,-0.05,-0.05,0.35,1,1,4,0,0,3,0,0,0.75,Positive (p < .1),MUTATION,7.35580134360081e-19
Soft tissue GST,82,purity_svTMB,TP53,6,+ as.factor(biopsy) + purity + purity_ploidy,0.474268109079038,0.220020341941664,0.0343695376726873,-0.03,0.56,0.26,1,2,2,0,2,1,0,1,0.5,Positive (p < .1),MUTATION,0
Small bowel/intestine,82,purity_svTMB,ERBB3,5,+ as.factor(biopsy) + purity + purity_ploidy,0.102419730369057,0.0510019449006316,0.0481805685846271,-0.03,-0.03,0.18,1,1,4,0,0,1,0,0,0.25,Positive (p < .1),MUTATION,0.000175377526636036
Small bowel/intestine,82,purity_svTMB,CDH10,2,+ as.factor(biopsy) + purity + purity_ploidy,0.235279468030798,0.120632996881853,0.0548189944855955,0.7,-0.02,-0.04,1,1,4,1,0,0,1,0,0,Positive (p < .1),MUTATION,4.92611041443599e-19
Small bowel/intestine,82,purity_svTMB,BRIP1,5,+ as.factor(biopsy) + purity + purity_ploidy,0.18554921811772,0.0961189927210668,0.0572865429362266,0.44,-0.03,-0.06,1,1,4,1,0,0,1,0,0,Positive (p < .1),MUTATION,5.61153397212942e-71
Soft tissue GST,82,teal_final_ratio,CDKN2A,37,+ as.factor(biopsy) + purity + purity_ploidy,0.10015428458936,0.0521980412591994,0.058874747936537,-0.1,-0.14,-0.14,1,2,2,0,0,0,0,0,0,Positive (p < .1),DELETION,7.941034785575e-11
Soft tissue GST,82,teal_final_ratio,PIK3CA,2,+ as.factor(biopsy) + purity + purity_ploidy,0.227844406390962,0.122129782835692,0.066062047070039,0.7,-0.03,-0.03,1,2,2,1,0,0,1,0,0,Positive (p < .1),MUTATION,4.49653178285608e-08
Small bowel/intestine,82,purity_svTMB,FBXW7,2,+ as.factor(biopsy) + purity + purity_ploidy,0.339561000768442,0.182435881896569,0.0665741569964164,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Positive (p < .1),MUTATION,7.83877404269186e-21
Soft tissue GST,82,purity_svTMB,DMD,28,+ as.factor(biopsy) + purity + purity_ploidy,0.0831859945121087,0.0447297697759466,0.0668960644618169,0.15,-0.11,0.05,1,2,2,1,0,1,1,0,0.5,Positive (p < .1),DELETION,5.94198962566073e-51
Small bowel/intestine,82,teal_final_ratio,TP53,19,+ as.factor(biopsy) + purity + purity_ploidy,0.127883432864383,0.0691301392280505,0.0682160709634927,0.2,-0.06,0.28,1,1,4,1,0,3,1,0,0.75,Positive (p < .1),MUTATION,0
Soft tissue GST,82,purity_svTMB,CDKN2A,37,+ as.factor(biopsy) + purity + purity_ploidy,0.188366763719104,0.104132263880405,0.0745255187055479,-0.1,-0.14,-0.14,1,2,2,0,0,0,0,0,0,Positive (p < .1),DELETION,7.941034785575e-11
Small bowel/intestine,82,purity_svTMB,LINC00290,3,+ as.factor(biopsy) + purity + purity_ploidy,0.122945981094564,0.0685673117114995,0.0769403371767968,-0.02,-0.02,0.26,1,1,4,0,0,1,0,0,0.25,Positive (p < .1),DELETION,4.53044627129787e-10
Small bowel/intestine,82,purity_svTMB,RAD51B,2,+ as.factor(biopsy) + purity + purity_ploidy,0.395170865495919,0.223146286442515,0.0805860098492345,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Positive (p < .1),DELETION,6.92639604504353e-144
Small bowel/intestine,82,purity_svTMB,PUDP,2,+ as.factor(biopsy) + purity + purity_ploidy,0.186049061244706,0.105780232241384,0.0826321920792546,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Positive (p < .1),DELETION,1.24089665363382e-27
Small bowel/intestine,82,purity_svTMB,JAK1,2,+ as.factor(biopsy) + purity + purity_ploidy,0.23411527023692,0.133113232757004,0.0826422133138768,0.7,-0.02,-0.04,1,1,4,1,0,0,1,0,0,Positive (p < .1),MUTATION,2.62941736693062e-19
Small bowel/intestine,82,purity_svTMB,ERBB4,2,+ as.factor(biopsy) + purity + purity_ploidy,0.36520088997779,0.213080729124675,0.0906215751576494,0.7,-0.02,-0.04,1,1,4,1,0,0,1,0,0,Positive (p < .1),MUTATION,1.11966974621437e-134
Soft tissue GST,82,teal_final_ratio,RB1,20,+ as.factor(biopsy) + purity + purity_ploidy,-0.0706718086414881,0.0418584395435804,0.0955538395271915,-0.06,0.28,0.09,1,2,2,0,2,1,0,1,0.5,Negative (p < .1),MUTATION,3.53700642283291e-40
Small bowel/intestine,82,purity_svTMB,ZNRF3,2,+ as.factor(biopsy) + purity + purity_ploidy,0.269374715205888,0.160690954654684,0.0977783694916771,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Positive (p < .1),MUTATION,2.43656397902492e-59
Small bowel/intestine,82,teal_final_ratio,BRIP1,5,+ as.factor(biopsy) + purity + purity_ploidy,0.0633639749776483,0.0378165826837651,0.0979341433378697,0.44,-0.03,-0.06,1,1,4,1,0,0,1,0,0,Positive (p < .1),MUTATION,5.61153397212942e-71
Small bowel/intestine,82,purity_svTMB,B2M,5,+ as.factor(biopsy) + purity + purity_ploidy,0.148720155567467,0.0893802957570057,0.1002500862645,-0.03,-0.03,-0.06,1,1,4,0,0,0,0,0,0,Positive (p < .1),MUTATION,1.85624895025824e-09
Small bowel/intestine,82,purity_svTMB,ERBB2,4,+ as.factor(biopsy) + purity + purity_ploidy,0.24576904593165,0.151144302043205,0.108077580080642,-0.03,-0.03,0.21,1,1,4,0,0,1,0,0,0.25,Non-Signficant,AMPLIFICATION,1.98626799762274e-27
Soft tissue GST,82,teal_final_ratio,DNM2,3,+ as.factor(biopsy) + purity + purity_ploidy,-0.0665331196469703,0.0411874831013763,0.110486040697187,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,,3.34244036344191e-43
Small bowel/intestine,82,teal_final_ratio,KEAP1,3,+ as.factor(biopsy) + purity + purity_ploidy,0.0739661057977481,0.0465440334586536,0.116175050810123,0.57,-0.02,-0.04,1,1,4,1,0,0,1,0,0,Non-Signficant,MUTATION,4.19308923021468e-16
Small bowel/intestine,82,teal_final_ratio,PMS2,3,+ as.factor(biopsy) + purity + purity_ploidy,0.0408403398425076,0.0256992594593283,0.116175050810123,0.57,-0.02,-0.04,1,1,4,1,0,0,1,0,0,Non-Signficant,MUTATION,8.04009457291084e-10
Small bowel/intestine,82,teal_final_ratio,SH2B3,3,+ as.factor(biopsy) + purity + purity_ploidy,0.0312836815884014,0.0196856209591711,0.116175050810123,0.57,-0.02,-0.04,1,1,4,1,0,0,1,0,0,Non-Signficant,MUTATION,1.57608288399936e-11
Small bowel/intestine,82,teal_final_ratio,TBL1XR1,3,+ as.factor(biopsy) + purity + purity_ploidy,0.0848650735076821,0.0534023358159935,0.116175050810123,0.57,-0.02,-0.04,1,1,4,1,0,0,1,0,0,Non-Signficant,DELETION,1.27779636091413e-68
Small bowel/intestine,82,teal_final_ratio,WT1,3,+ as.factor(biopsy) + purity + purity_ploidy,0.0412208627599498,0.025938707936576,0.116175050810123,0.57,-0.02,-0.04,1,1,4,1,0,0,1,0,0,Non-Signficant,MUTATION,1.47062185663333e-25
Small bowel/intestine,82,teal_final_ratio,KRAS,25,+ as.factor(biopsy) + purity + purity_ploidy,0.0692074794684714,0.0437341780673626,0.117698057019942,0.17,-0.07,0.22,1,1,4,1,0,3,1,0,0.75,Non-Signficant,MUTATION,1.02864522887441e-15
Small bowel/intestine,82,purity_svTMB,ZNF217,2,+ as.factor(biopsy) + purity + purity_ploidy,0.202736711607105,0.132035179917728,0.128820061140019,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,AMPLIFICATION,9.90669962291938e-48
Soft tissue GST,82,purity_svTMB,SETD2,7,+ as.factor(biopsy) + purity + purity_ploidy,0.108340916835304,0.0727922954429315,0.140906124284517,0.36,-0.05,-0.05,1,2,2,1,0,0,1,0,0,Non-Signficant,MUTATION,0.000290929996803522
Small bowel/intestine,82,purity_svTMB,CCND2,2,+ as.factor(biopsy) + purity + purity_ploidy,0.153511749812443,0.1044609405078,0.145808233102086,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,AMPLIFICATION,1.37054065169879e-13
Small bowel/intestine,82,purity_svTMB,CCSER1,2,+ as.factor(biopsy) + purity + purity_ploidy,0.160587461664593,0.112693143216917,0.158251728774689,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,DELETION,1.21035584895005e-21
Soft tissue GST,82,purity_svTMB,TERT,2,+ as.factor(biopsy) + purity + purity_ploidy,0.333009328691857,0.241600059480307,0.172248550138801,-0.02,0.49,,1,2,,0,1,,0,0.5,,Non-Signficant,MUTATION,4.1514118766727e-17
Small bowel/intestine,82,purity_svTMB,TERT,4,+ as.factor(biopsy) + purity + purity_ploidy,0.286455099850988,0.215704699520155,0.188153870447807,-0.03,-0.03,,1,1,,0,0,,0,0,,Non-Signficant,MUTATION,4.1514118766727e-17
Small bowel/intestine,82,purity_svTMB,SMAD2,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.164111230733811,0.126375544960776,0.198007911587573,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,MUTATION,9.2866115275672e-22
Soft tissue GST,82,teal_final_ratio,DMD,28,+ as.factor(biopsy) + purity + purity_ploidy,0.0275039808130921,0.0227769098831197,0.2310704661182,0.15,-0.11,0.05,1,2,2,1,0,1,1,0,0.5,Non-Signficant,DELETION,5.94198962566073e-51
Small bowel/intestine,82,purity_svTMB,PRKN,3,+ as.factor(biopsy) + purity + purity_ploidy,0.126765062142788,0.10562968141494,0.233832199053563,-0.02,-0.02,0.26,1,1,4,0,0,1,0,0,0.25,Non-Signficant,DELETION,1.48366172020268e-16
Soft tissue GST,82,teal_final_ratio,ARID1A,3,+ as.factor(biopsy) + purity + purity_ploidy,0.116381168921496,0.0971812896678112,0.23490736265791,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,MUTATION,3.61799512382306e-06
Soft tissue GST,82,teal_final_ratio,TERT,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.142875822277883,0.121848531415148,0.244729571851315,-0.02,0.49,,1,2,,0,1,,0,0.5,,Non-Signficant,MUTATION,4.1514118766727e-17
Soft tissue GST,82,purity_svTMB,RB1,20,+ as.factor(biopsy) + purity + purity_ploidy,0.0955257035112019,0.0841443603214631,0.259930225927936,-0.06,0.28,0.09,1,2,2,0,2,1,0,1,0.5,Non-Signficant,MUTATION,3.53700642283291e-40
Soft tissue GST,82,purity_svTMB,STK11,2,+ as.factor(biopsy) + purity + purity_ploidy,0.182951196282704,0.161543559621039,0.26107248262151,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,MUTATION,8.97162721021121e-16
Soft tissue GST,82,purity_svTMB,GRIN2A,3,+ as.factor(biopsy) + purity + purity_ploidy,0.108481606531092,0.0964158421504655,0.264164620127465,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,MUTATION,2.47643212326059e-39
Soft tissue GST,82,purity_svTMB,PTEN,5,+ as.factor(biopsy) + purity + purity_ploidy,0.193497526520268,0.17275641060221,0.266310375809428,-0.03,-0.04,-0.04,1,2,2,0,0,0,0,0,0,Non-Signficant,DELETION,1.53912246146817e-21
Soft tissue GST,82,teal_final_ratio,SETD2,7,+ as.factor(biopsy) + purity + purity_ploidy,0.0407165324753107,0.0368254975238201,0.272454830924269,0.36,-0.05,-0.05,1,2,2,1,0,0,1,0,0,Non-Signficant,MUTATION,0.000290929996803522
Soft tissue GST,82,teal_final_ratio,PTEN,5,+ as.factor(biopsy) + purity + purity_ploidy,-0.0950473814359191,0.0868590848771088,0.277385242189718,-0.03,-0.04,-0.04,1,2,2,0,0,0,0,0,0,Non-Signficant,DELETION,1.53912246146817e-21
Small bowel/intestine,82,purity_svTMB,PIK3CA,4,+ as.factor(biopsy) + purity + purity_ploidy,0.240693958397467,0.220480080499242,0.278421999151474,-0.03,-0.03,-0.05,1,1,4,0,0,0,0,0,0,Non-Signficant,MUTATION,4.49653178285608e-08
Small bowel/intestine,82,teal_final_ratio,CCSER1,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.0480024503572718,0.0443254805999568,0.282252835100928,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,DELETION,1.21035584895005e-21
Small bowel/intestine,82,purity_svTMB,GNAS,4,+ as.factor(biopsy) + purity + purity_ploidy,0.0925573301915762,0.0861107596173103,0.285836398734799,-0.03,-0.03,-0.05,1,1,4,0,0,0,0,0,0,Non-Signficant,AMPLIFICATION,6.92326027797674e-11
Small bowel/intestine,82,teal_final_ratio,KMT2C,4,+ as.factor(biopsy) + purity + purity_ploidy,0.0784699353674215,0.0731222805655806,0.286607056732811,0.49,-0.03,-0.05,1,1,4,1,0,0,1,0,0,Non-Signficant,MUTATION,6.54507053073742e-53
Small bowel/intestine,82,teal_final_ratio,CASP8,2,+ as.factor(biopsy) + purity + purity_ploidy,0.0399910506733899,0.0373198661022227,0.287301888427104,0.7,-0.02,-0.04,1,1,4,1,0,0,1,0,0,Non-Signficant,MUTATION,4.29984593540763e-16
Soft tissue GST,82,teal_final_ratio,CCSER1,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.04940622345474,0.0461230086768233,0.287568018444718,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,DELETION,1.21035584895005e-21
Small bowel/intestine,82,purity_svTMB,TGFBR2,7,+ as.factor(biopsy) + purity + purity_ploidy,0.0964094629785177,0.0907493399241063,0.291431478242916,-0.03,-0.03,0.13,1,1,4,0,0,1,0,0,0.25,Non-Signficant,MUTATION,3.18483641576978e-09
Soft tissue GST,82,teal_final_ratio,BRAF,2,+ as.factor(biopsy) + purity + purity_ploidy,0.0937955879080174,0.0891438033659605,0.296139380868824,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,MUTATION,1.72318355732374e-08
Soft tissue GST,82,purity_svTMB,BRIP1,2,+ as.factor(biopsy) + purity + purity_ploidy,0.125395724406097,0.12050616296445,0.301460663350114,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,MUTATION,5.61153397212942e-71
Soft tissue GST,82,purity_svTMB,PIK3CA,2,+ as.factor(biopsy) + purity + purity_ploidy,0.253778581953781,0.246892008685432,0.307348322368183,0.7,-0.03,-0.03,1,2,2,1,0,0,1,0,0,Non-Signficant,MUTATION,4.49653178285608e-08
Small bowel/intestine,82,teal_final_ratio,ATM,3,+ as.factor(biopsy) + purity + purity_ploidy,-0.0573330365677464,0.0562730257029712,0.311512791241674,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,MUTATION,1.44872097687141e-07
Small bowel/intestine,82,purity_svTMB,RB1,4,+ as.factor(biopsy) + purity + purity_ploidy,0.210386739648445,0.208772476373005,0.316780776180652,-0.03,-0.03,-0.05,1,1,4,0,0,0,0,0,0,Non-Signficant,MUTATION,3.53700642283291e-40
Small bowel/intestine,82,teal_final_ratio,PBRM1,3,+ as.factor(biopsy) + purity + purity_ploidy,-0.0619143225210705,0.0615730135458499,0.317826210989969,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,MUTATION,1.01000154298145e-05
Small bowel/intestine,82,purity_svTMB,BMPR2,3,+ as.factor(biopsy) + purity + purity_ploidy,0.0949353314695374,0.0945129045474576,0.318339807591312,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,MUTATION,1.21520750299441e-28
Soft tissue GST,82,purity_svTMB,CREBBP,2,+ as.factor(biopsy) + purity + purity_ploidy,0.148246872218431,0.148632087424709,0.321816746902551,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,MUTATION,2.62448147796843e-35
Small bowel/intestine,82,purity_svTMB,PSIP1,2,+ as.factor(biopsy) + purity + purity_ploidy,0.11074235593254,0.113959704421632,0.334248863721618,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,MUTATION,1.48783437658259e-13
Soft tissue GST,82,purity_svTMB,DNM2,3,+ as.factor(biopsy) + purity + purity_ploidy,0.0776294044173482,0.0828926037981944,0.352059172320958,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,,3.34244036344191e-43
Small bowel/intestine,82,purity_svTMB,PBRM1,3,+ as.factor(biopsy) + purity + purity_ploidy,-0.147122012438189,0.157553330685764,0.353368640117459,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,MUTATION,1.01000154298145e-05
Soft tissue GST,82,purity_svTMB,FOXP1,2,+ as.factor(biopsy) + purity + purity_ploidy,0.122526679416659,0.131401297375043,0.354130409235605,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,MUTATION,7.4573332102344e-37
Soft tissue GST,82,teal_final_ratio,LZTR1,2,+ as.factor(biopsy) + purity + purity_ploidy,0.0284824334347791,0.0314267146180966,0.367711996164929,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,MUTATION,9.20083599033346e-15
Soft tissue GST,82,teal_final_ratio,NCOR1,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.0621400021180008,0.0688904648626571,0.369977286712553,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,MUTATION,7.69000206528609e-26
Small bowel/intestine,82,purity_svTMB,ELF3,3,+ as.factor(biopsy) + purity + purity_ploidy,0.083060096242585,0.0928615795382967,0.373904792798417,-0.02,-0.02,0.26,1,1,4,0,0,1,0,0,0.25,Non-Signficant,MUTATION,1.3343106092846e-05
Soft tissue GST,82,teal_final_ratio,MGA,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.0502907260959949,0.0571943539585521,0.382087625925178,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,MUTATION,2.14494169118336e-15
Small bowel/intestine,82,teal_final_ratio,PIK3CA,4,+ as.factor(biopsy) + purity + purity_ploidy,-0.0742804387498442,0.0864981246007849,0.393177766542721,-0.03,-0.03,-0.05,1,1,4,0,0,0,0,0,0,Non-Signficant,MUTATION,4.49653178285608e-08
Small bowel/intestine,82,purity_svTMB,FHIT,2,+ as.factor(biopsy) + purity + purity_ploidy,0.157298708602775,0.185880496718051,0.400077943967059,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,DELETION,6.32696667464287e-61
Small bowel/intestine,82,teal_final_ratio,TGFBR2,7,+ as.factor(biopsy) + purity + purity_ploidy,-0.0277608564240228,0.0356181428108147,0.438163202456693,-0.03,-0.03,0.13,1,1,4,0,0,1,0,0,0.25,Non-Signficant,MUTATION,3.18483641576978e-09
Small bowel/intestine,82,teal_final_ratio,FBXW7,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.0550712002061406,0.0726961601806889,0.451061057691949,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,MUTATION,7.83877404269186e-21
Small bowel/intestine,82,purity_svTMB,NF1,2,+ as.factor(biopsy) + purity + purity_ploidy,0.188336622999877,0.249736360404068,0.453094407697226,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,MUTATION,1.89997433130418e-76
Soft tissue GST,82,purity_svTMB,MGA,2,+ as.factor(biopsy) + purity + purity_ploidy,0.0854205956039258,0.113959738499214,0.455891181010108,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,MUTATION,2.14494169118336e-15
Small bowel/intestine,82,purity_svTMB,TCF12,2,+ as.factor(biopsy) + purity + purity_ploidy,0.122876090116341,0.16766573978303,0.465896127814612,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,DELETION,3.79770314969941e-92
Soft tissue GST,82,purity_svTMB,ATM,2,+ as.factor(biopsy) + purity + purity_ploidy,0.103240916953001,0.142536562312504,0.471158162945734,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,MUTATION,1.44872097687141e-07
Soft tissue GST,82,teal_final_ratio,TP53,6,+ as.factor(biopsy) + purity + purity_ploidy,-0.0819479932493532,0.113600738198437,0.47295588844408,-0.03,0.56,0.26,1,2,2,0,2,1,0,1,0.5,Non-Signficant,MUTATION,0
Soft tissue GST,82,teal_final_ratio,NF1,8,+ as.factor(biopsy) + purity + purity_ploidy,0.0383557265304826,0.0535179361729327,0.475821823424342,-0.04,-0.05,-0.05,1,2,2,0,0,0,0,0,0,Non-Signficant,MUTATION,1.89997433130418e-76
Small bowel/intestine,82,teal_final_ratio,TERT,4,+ as.factor(biopsy) + purity + purity_ploidy,0.0608325627440711,0.0850628778315899,0.476708703277688,-0.03,-0.03,,1,1,,0,0,,0,0,,Non-Signficant,MUTATION,4.1514118766727e-17
Small bowel/intestine,82,purity_svTMB,FAT1,3,+ as.factor(biopsy) + purity + purity_ploidy,0.0818243280911791,0.118509735320655,0.492018316146336,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,MUTATION,3.83021321357284e-15
Small bowel/intestine,82,teal_final_ratio,PUDP,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.0278886962876457,0.0420893999818576,0.509587329467426,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,DELETION,1.24089665363382e-27
Small bowel/intestine,82,purity_svTMB,KMT2B,2,+ as.factor(biopsy) + purity + purity_ploidy,0.0750557714334245,0.114128050574283,0.512753077571939,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,MUTATION,4.21273355240424e-06
Soft tissue GST,82,teal_final_ratio,PDGFRA,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.0200082888959215,0.0315833065527485,0.528354922541018,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,AMPLIFICATION,3.03361484297278e-18
Soft tissue GST,82,purity_svTMB,LRP1B,7,+ as.factor(biopsy) + purity + purity_ploidy,0.0370414960911435,0.059240255860553,0.533713629127938,-0.03,-0.05,-0.05,1,2,2,0,0,0,0,0,0,Non-Signficant,DELETION,4.99711022733056e-20
